"","NUM","PAYS","PROV","ZS","POP","NUMSEM","DEBUTSEM","MALADIE","C011MOIS","D011MOIS","C1259MOIS","D1259MOIS","C5ANSP","D5ANSP","CASAGEINC","DECAGEINC","TOTALCAS","TOTALDECES","LETAL","ATTAQ","RecStatus","UniqueKey"
"1500","RDCKCEBBG31","RDC","KONGO CENTRAL","BOMA-BUNGU",86044,31,"01/08/16 00:00:00","FIEVRE JAUNE",NA,NA,0,0,1,0,0,0,1,0,0,1.2,1,25874
"1501","RDCKCEMUA31","RDC","KONGO CENTRAL","MOANDA",143626,31,"01/08/16 00:00:00","FIEVRE JAUNE",NA,NA,0,0,1,0,0,0,1,0,0,0.7,1,25877
"1502","RDCKCEKAN32","RDC","KONGO CENTRAL","KANGU",109130,32,"08/08/16 00:00:00","FIEVRE JAUNE",NA,NA,0,0,1,0,0,0,1,0,0,0.9,1,25912
"1503","RDCKCEKUI32","RDC","KONGO CENTRAL","KWIMBA",101752,32,"08/08/16 00:00:00","FIEVRE JAUNE",NA,NA,0,0,1,0,0,0,1,0,0,1,1,25913
"1504","RDCKCEING32","RDC","KONGO CENTRAL","INGA",86074,32,"08/08/16 00:00:00","FIEVRE JAUNE",NA,NA,1,0,0,0,0,0,1,0,0,1.2,1,25925
"1505","RDCKCEMUA32","RDC","KONGO CENTRAL","MOANDA",143626,32,"08/08/16 00:00:00","FIEVRE JAUNE",NA,NA,0,0,1,0,0,0,1,0,0,0.7,1,25958
"1506","RDCNUBBSG02","RDC","NORD-UBANGI","BUSINGA",128982,2,"11/01/16 00:00:00","FIEVRE JAUNE",NA,NA,0,0,1,0,0,0,1,0,0,0.8,1,26004
"1507","RDCNUBBIL03","RDC","NORD-UBANGI","BILI",186463,3,"11/01/16 00:00:00","FIEVRE JAUNE",NA,NA,1,0,0,0,0,0,1,0,0,0.5,1,26034
"1508","RDCNUBLOK02","RDC","NORD-UBANGI","LOKO",127110,2,"11/01/16 00:00:00","FIEVRE JAUNE",NA,NA,0,0,1,0,0,0,1,0,0,0.8,1,26013
"1509","RDCNUBBIL08","RDC","NORD-UBANGI","BILI",186463,8,"02/22/16 00:00:00","FIEVRE JAUNE",NA,NA,3,0,0,0,0,0,3,0,0,1.6,1,26183
"1510","RDCNUBBIL10","RDC","NORD-UBANGI","BILI",186463,10,"07/03/16 00:00:00","FIEVRE JAUNE",NA,NA,0,0,1,0,0,0,1,0,0,0.5,1,26242
"1511","RDCNUBBIL12","RDC","NORD-UBANGI","BILI",186463,12,"03/21/16 00:00:00","FIEVRE JAUNE",NA,NA,1,0,1,0,0,0,2,0,0,1.1,1,26310
"1512","RDCNUBWPD12","RDC","NORD-UBANGI","WAPINDA",79292,12,"03/21/16 00:00:00","FIEVRE JAUNE",NA,NA,1,0,0,0,0,0,1,0,0,1.3,1,26331
"1513","RDCNUBYKM12","RDC","NORD-UBANGI","YAKOMA",102244,12,"03/21/16 00:00:00","FIEVRE JAUNE",NA,NA,0,0,1,0,0,0,1,0,0,1,1,26336
"1514","RDCNUBBIL15","RDC","NORD-UBANGI","BILI",186463,15,"11/04/16 00:00:00","FIEVRE JAUNE",NA,NA,1,0,0,0,0,0,1,0,0,0.5,1,26381
"1515","RDCNUBWPD15","RDC","NORD-UBANGI","WAPINDA",79292,15,"11/04/16 00:00:00","FIEVRE JAUNE",NA,NA,1,0,0,0,0,0,1,0,0,1.3,1,26406
"1516","RDCNUBIL17","RDC","NORD-UBANGI","BILI",186463,17,"04/25/16 00:00:00","FIEVRE JAUNE",NA,NA,2,0,0,0,0,0,2,0,0,1.1,1,26449
"1517","RDCNUBWPD17","RDC","NORD-UBANGI","WAPINDA",79292,17,"04/25/16 00:00:00","FIEVRE JAUNE",NA,NA,1,0,0,0,0,0,1,0,0,1.3,1,26469
"1518","RDCNUBWPD19","RDC","NORD-UBANGI","WAPINDA",79292,19,"09/05/16 00:00:00","FIEVRE JAUNE",NA,NA,2,0,0,0,0,0,2,0,0,2.5,1,26537
"1519","RDCNUBLOK20","RDC","NORD-UBANGI","LOKO",127110,20,"05/16/16 00:00:00","FIEVRE JAUNE",NA,NA,0,0,1,0,0,0,1,0,0,0.8,1,26571
"1520","RDCNUBWPD21","RDC","NORD-UBANGI","WAPINDA",79292,21,"05/23/16 00:00:00","FIEVRE JAUNE",NA,NA,1,0,0,0,0,0,1,0,0,1.3,1,26608
"1521","RDCNUBABZ19","RDC","NORD-UBANGI","ABUZI",76756,19,"09/05/16 00:00:00","FIEVRE JAUNE",NA,NA,0,0,1,0,0,0,1,0,0,1.3,1,26514
"1522","RDCNUBLOK23","RDC","NORD-UBANGI","LOKO",127110,23,"06/06/16 00:00:00","FIEVRE JAUNE",NA,NA,1,0,0,0,0,0,1,0,0,0.8,1,26702
"1523","RDCNUBLOK26","RDC","NORD-UBANGI","LOKO",127110,26,"06/27/16 00:00:00","FIEVRE JAUNE",NA,NA,1,1,0,0,0,0,1,1,100,0.8,1,26764
"1524","RDCNUBWPD23","RDC","NORD-UBANGI","WAPINDA",79292,23,"06/06/16 00:00:00","FIEVRE JAUNE",NA,NA,2,0,0,0,0,0,2,0,0,2.5,1,26707
"1525","RDCNUBBIL25","RDC","NORD-UBANGI","BILI",186463,25,"06/20/16 00:00:00","FIEVRE JAUNE",NA,NA,1,0,0,0,0,0,0,0,NA,0,1,26747
"1526","RDCNUBBIL27","RDC","NORD-UBANGI","BILI",186463,27,"04/07/16 00:00:00","FIEVRE JAUNE",NA,NA,1,0,0,0,0,0,1,0,0,0.5,1,26782
"1527","RDCNUBLOK28","RDC","NORD-UBANGI","LOKO",127110,28,"11/07/16 00:00:00","FIEVRE JAUNE",NA,NA,0,0,1,0,0,0,1,0,0,0.8,1,26824
"1528","RDCNUBLOK29","RDC","NORD-UBANGI","LOKO",127110,29,"07/18/16 00:00:00","FIEVRE JAUNE",NA,NA,2,0,0,0,0,0,2,0,0,1.6,1,26857
"1529","RDCNUBMBY30","RDC","NORD-UBANGI","MOBAYI-MBONGO",113217,30,"07/25/16 00:00:00","FIEVRE JAUNE",NA,NA,0,0,1,0,0,0,1,0,0,0.9,1,26901
"1530","RDCNUBWPD27","RDC","NORD-UBANGI","WAPINDA",79292,27,"04/07/16 00:00:00","FIEVRE JAUNE",NA,NA,1,0,0,0,0,0,1,0,0,1.3,1,26800
"1531","RDCNUBYKM27","RDC","NORD-UBANGI","YAKOMA",102244,27,"04/07/16 00:00:00","FIEVRE JAUNE",NA,NA,0,0,1,0,0,0,1,0,0,1,1,26806
"1532","RDCNUBABZ29","RDC","NORD-UBANGI","ABUZI",76756,29,"07/18/16 00:00:00","FIEVRE JAUNE",NA,NA,0,0,1,0,0,0,1,0,0,1.3,1,26837
"1533","RDCNUBBIL30","RDC","NORD-UBANGI","BILI",186463,30,"07/25/16 00:00:00","FIEVRE JAUNE",NA,NA,1,0,0,0,0,0,1,0,0,0.5,1,26883
"1534","RDCSUBBWA02","RDC","SUD UBANGI","BWAMANDA",145204,2,"11/01/16 00:00:00","FIEVRE JAUNE",NA,NA,0,0,2,0,0,0,2,0,0,1.4,1,27039
"1535","RDCSUBBOM02","RDC","SUD UBANGI","BOMINENGE",84692,2,"11/01/16 00:00:00","FIEVRE JAUNE",NA,NA,2,0,0,0,0,0,2,0,0,2.4,1,27066
"1536","RDCSUBBOM03","RDC","SUD UBANGI","BOMINENGE",84692,3,"11/01/16 00:00:00","FIEVRE JAUNE",NA,NA,0,0,2,0,0,0,2,0,0,2.4,1,27094
"1537","RDCSUBBOM04","RDC","SUD UBANGI","BOMINENGE",84692,4,"01/25/16 00:00:00","FIEVRE JAUNE",NA,NA,1,0,0,0,0,0,1,0,0,1.2,1,27170
"1538","RDCSUBBOM07","RDC","SUD UBANGI","BOMINENGE",84692,7,"02/15/16 00:00:00","FIEVRE JAUNE",NA,NA,1,0,0,0,0,0,1,0,0,1.2,1,27349
"1539","RDCSUBBWA08","RDC","SUD UBANGI","BWAMANDA",145204,8,"02/22/16 00:00:00","FIEVRE JAUNE",NA,NA,0,0,1,0,0,0,1,0,0,0.7,1,27394
"1540","RDCSUBBWA10","RDC","SUD UBANGI","BWAMANDA",145204,10,"07/03/16 00:00:00","FIEVRE JAUNE",NA,NA,0,0,1,0,0,0,1,0,0,0.7,1,27517
"1541","RDCSUBBWA12","RDC","SUD UBANGI","BWAMANDA",145204,12,"03/21/16 00:00:00","FIEVRE JAUNE",NA,NA,0,0,1,0,0,0,1,0,0,0.7,1,27616
"1542","RDCSUBBOM12","RDC","SUD UBANGI","BOMINENGE",84692,12,"03/21/16 00:00:00","FIEVRE JAUNE",NA,NA,1,0,0,0,0,0,1,0,0,1.2,1,27654
"1543","RDCSUBBOM13","RDC","SUD UBANGI","BOMINENGE",84692,13,"03/28/16 00:00:00","FIEVRE JAUNE",NA,NA,0,0,1,0,0,0,1,0,0,1.2,1,27695
"1544","RDCSUBBUD15","RDC","SUD UBANGI","BUDJALA",100665,15,"11/04/16 00:00:00","CHOLERA",NA,NA,0,0,0,0,0,0,0,0,NA,0,1,27806
"1545","RDCSUBBOM14","RDC","SUD UBANGI","BOMINENGE",84692,14,"04/04/16 00:00:00","FIEVRE JAUNE",NA,NA,1,0,0,0,0,0,1,0,0,1.2,1,27751
"1546","RDCSUBBOT16","RDC","SUD UBANGI","BOTO",58331,16,"04/18/16 00:00:00","FIEVRE JAUNE",NA,NA,0,0,1,0,0,0,1,0,0,1.7,1,27853
"1547","RDCSUBBUD17","RDC","SUD UBANGI","BUDJALA",100665,17,"04/25/16 00:00:00","FIEVRE JAUNE",NA,NA,0,0,1,0,0,0,1,0,0,1,1,27880
"1548","RDCSUBBOT24","RDC","SUD UBANGI","BOTO",58331,24,"06/13/16 00:00:00","FIEVRE JAUNE",NA,NA,1,0,0,0,NA,NA,1,0,0,1.7,1,28234
"1549","RDCSUBKUN25","RDC","SUD UBANGI","KUNGU",51343,25,"06/20/16 00:00:00","FIEVRE JAUNE",NA,NA,1,0,0,0,NA,NA,1,0,0,1.9,1,28314
"1550","RDCSUBBWA","RDC","SUD UBANGI","BWAMANDA",145204,26,"06/27/16 00:00:00","FIEVRE JAUNE",NA,NA,0,0,1,0,NA,NA,1,0,0,0.7,1,28343
"1551","RDCSUBZON28","RDC","SUD UBANGI","ZONGO",22843,28,"11/07/16 00:00:00","FIEVRE JAUNE",NA,NA,1,0,0,0,0,0,1,0,0,4.4,1,28437
"1552","RDCTSHMKT1","RDC","TSHUAPA","MONKOTO",135132,1,"04/01/16 00:00:00","FIEVRE JAUNE",NA,NA,1,0,0,0,NA,NA,1,0,0,0.7,1,28631
"1553","RDCTSHWMA02","RDC","TSHUAPA","WEMA",111444,2,"11/01/16 00:00:00","FIEVRE JAUNE",NA,NA,0,0,1,0,NA,NA,1,0,0,0.9,1,28682
"1554","RDCSUBZON31","RDC","SUD UBANGI","ZONGO",22843,31,"01/08/16 00:00:00","FIEVRE JAUNE",NA,NA,1,0,0,0,NA,NA,1,0,0,4.4,1,28589
"1555","RDCTSHMDB1","RDC","TSHUAPA","MONDOMBE",168573,1,"04/01/16 00:00:00","FIEVRE JAUNE",NA,NA,1,0,0,0,NA,NA,1,0,0,0.6,1,28627
"1556","RDCTSHIKL02","RDC","TSHUAPA","IKELA",192690,2,"11/01/16 00:00:00","FIEVRE JAUNE",NA,NA,0,0,1,0,NA,NA,1,0,0,0.5,1,28666
"1557","RDCTSHBND03","RDC","TSHUAPA","BOENDE",264756,3,"01/18/16 00:00:00","FIEVRE JAUNE",NA,NA,2,0,1,0,NA,NA,3,0,0,1.1,1,28696
"1558","RDCTSHBSG03","RDC","TSHUAPA","BUSANGA",97448,3,"01/18/16 00:00:00","FIEVRE JAUNE",NA,NA,1,0,0,0,NA,NA,1,0,0,1,1,28704
"1559","RDCTSHMPN04","RDC","TSHUAPA","MOMPONO",138793,4,"01/25/16 00:00:00","FIEVRE JAUNE",NA,NA,0,0,1,0,NA,NA,1,0,0,0.7,1,28760
"1560","RDCTSHMDB04","RDC","TSHUAPA","MONDOMBE",168573,4,"01/25/16 00:00:00","FIEVRE JAUNE",NA,NA,0,0,1,0,NA,NA,1,0,0,0.6,1,28769
"1561","RDCTSHWMA05","RDC","TSHUAPA","WEMA",111444,5,"01/02/16 00:00:00","FIEVRE JAUNE",NA,NA,1,0,0,0,NA,NA,1,0,0,0.9,1,28801
"1562","RDCTSHIKL03","RDC","TSHUAPA","IKELA",192690,3,"01/18/16 00:00:00","FIEVRE JAUNE",NA,NA,1,0,0,0,NA,NA,1,0,0,0.5,1,28711
"1563","RDCTSHMDB03","RDC","TSHUAPA","MONDOMBE",168573,3,"01/18/16 00:00:00","FIEVRE JAUNE",NA,NA,0,0,1,0,NA,NA,1,0,0,0.6,1,28721
"1564","RDCTSHBSG04","RDC","TSHUAPA","BUSANGA",97448,4,"01/25/16 00:00:00","FIEVRE JAUNE",NA,NA,0,0,1,0,NA,NA,1,0,0,1,1,28745
"1565","RDCTSHYLF04","RDC","TSHUAPA","YALIFAFU",169876,4,"01/25/16 00:00:00","FIEVRE JAUNE",NA,NA,0,0,1,0,NA,NA,1,0,0,0.6,1,28780
"1566","RDCTSHMDB05","RDC","TSHUAPA","MONDOMBE",168573,5,"01/02/16 00:00:00","FIEVRE JAUNE",NA,NA,0,0,1,0,NA,NA,1,0,0,0.6,1,28816
"1567","RDCTSHYLF06","RDC","TSHUAPA","YALIFAFU",169876,6,"08/02/16 00:00:00","FIEVRE JAUNE",NA,NA,1,0,0,0,NA,NA,1,0,0,0.6,1,28860
"1568","RDCTSHIKL06","RDC","TSHUAPA","IKELA",192690,6,"08/02/16 00:00:00","FIEVRE JAUNE",NA,NA,0,0,2,0,NA,NA,2,0,0,1,1,28838
"1569","RDCTSHMPN06","RDC","TSHUAPA","MOMPONO",138793,6,"08/02/16 00:00:00","FIEVRE JAUNE",NA,NA,0,0,1,0,NA,NA,1,0,0,0.7,1,28845
"1570","RDCTSHMDB06","RDC","TSHUAPA","MONDOMBE",168573,6,"06/02/16 00:00:00","FIEVRE JAUNE",NA,NA,1,0,1,0,NA,NA,2,0,0,1.2,1,28849
"1571","RDCTSHMPN08","RDC","TSHUAPA","MOMPONO",138793,8,"02/22/16 00:00:00","FIEVRE JAUNE",NA,NA,0,0,1,0,NA,NA,1,0,0,0.7,1,28927
"1572","RDCTSHMDB08","RDC","TSHUAPA","MONDOMBE",168573,8,"02/22/16 00:00:00","FIEVRE JAUNE",NA,NA,2,0,1,0,NA,NA,3,0,0,1.8,1,28934
"1573","RDCTSHMDB09","RDC","TSHUAPA","MONDOMBE",168573,9,"02/29/16 00:00:00","FIEVRE JAUNE",NA,NA,2,0,1,0,NA,NA,3,0,0,1.8,1,28973
"1574","RDCTSHBFL11","RDC","TSHUAPA","BEFALE",172684,11,"03/14/16 00:00:00","FIEVRE JAUNE",NA,NA,1,0,0,0,NA,NA,1,0,0,0.6,1,29033
"1575","RDCTSHMPN11","RDC","TSHUAPA","MOMPONO",138793,11,"03/14/16 00:00:00","FIEVRE JAUNE",NA,NA,1,0,5,0,NA,NA,6,0,0,4.3,1,29047
"1576","RDCTSHMPN12","RDC","TSHUAPA","MOMPONO",138793,12,"03/21/16 00:00:00","FIEVRE JAUNE",NA,NA,1,0,4,0,NA,NA,5,0,0,3.6,1,29111
"1577","RDCTSHMKT09","RDC","TSHUAPA","MONKOTO",135132,9,"02/29/16 00:00:00","FIEVRE JAUNE",NA,NA,1,0,1,0,NA,NA,2,0,0,1.5,1,28978
"1578","RDCTSHYLF10","RDC","TSHUAPA","YALIFAFU",169876,10,"07/03/16 00:00:00","FIEVRE JAUNE",NA,NA,0,0,2,0,NA,NA,2,0,0,1.2,1,29021
"1579","RDCTSHMDB11","RDC","TSHUAPA","MONDOMBE",168573,11,"03/14/16 00:00:00","FIEVRE JAUNE",NA,NA,1,0,1,0,NA,NA,2,0,0,1.2,1,29050
"1580","RDCTSHBSG12","RDC","TSHUAPA","BUSANGA",97448,12,"03/21/16 00:00:00","FIEVRE JAUNE",NA,NA,1,0,0,0,NA,NA,1,0,0,1,1,29095
"1581","RDCTSHMDB13","RDC","TSHUAPA","MONDOMBE",168573,13,"03/28/16 00:00:00","FIEVRE JAUNE",NA,NA,3,0,0,0,NA,NA,3,0,0,1.8,1,29134
"1582","RDCTSHMPN14","RDC","TSHUAPA","MOMPONO",138793,14,"04/04/16 00:00:00","FIEVRE JAUNE",NA,NA,0,0,3,0,NA,NA,3,0,0,2.2,1,29189
"1583","RDCTSHMBD14","RDC","TSHUAPA","MONDOMBE",168573,14,"04/04/16 00:00:00","FIEVRE JAUNE",NA,NA,0,0,1,0,NA,NA,1,0,0,0.6,1,29193
"1584","RDCTSHBSG15","RDC","TSHUAPA","BUSANGA",97448,15,"11/04/16 00:00:00","FIEVRE JAUNE",NA,NA,0,0,1,0,NA,NA,1,0,0,1,1,29219
"1585","RDCTSHMPN15","RDC","TSHUAPA","MOMPONO",138793,15,"11/04/16 00:00:00","FIEVRE JAUNE",NA,NA,2,0,0,0,NA,NA,2,0,0,1.4,1,29230
"1586","RDCTSHIKL16","RDC","TSHUAPA","IKELA",192690,16,"04/18/16 00:00:00","FIEVRE JAUNE",NA,NA,2,0,0,0,NA,NA,2,0,0,1,1,29299
"1587","RDCTSHBND17","RDC","TSHUAPA","BOENDE",264756,17,"04/25/16 00:00:00","FIEVRE JAUNE",NA,NA,0,0,1,1,NA,NA,1,1,100,0.4,1,29308
"1588","RDCTSHIKL18","RDC","TSHUAPA","IKELA",192690,18,"02/05/16 00:00:00","FIEVRE JAUNE",NA,NA,0,0,1,0,NA,NA,1,0,0,0.5,1,29395
"1589","RDCTSHYLF19","RDC","TSHUAPA","YALIFAFU",169876,19,"09/05/16 00:00:00","FIEVRE JAUNE",NA,NA,0,0,1,0,NA,NA,1,0,0,0.6,1,29420
"1590","RDCTSHMPN20","RDC","TSHUAPA","MOMPONO",138793,20,"05/16/16 00:00:00","FIEVRE JAUNE",NA,NA,0,0,1,0,NA,NA,1,0,0,0.7,1,29453
"1591","RDCTSHBFL21","RDC","TSHUAPA","BEFALE",172684,21,"05/23/16 00:00:00","FIEVRE JAUNE",NA,NA,0,0,1,0,NA,NA,1,0,0,0.6,1,29466
"1592","RDCTSHWMA21","RDC","TSHUAPA","WEMA",111444,21,"05/23/16 00:00:00","FIEVRE JAUNE",NA,NA,0,0,1,0,NA,NA,1,0,0,0.9,1,29493
"1593","RDCTSHBKG21","RDC","TSHUAPA","BOKUNGU",195783,21,"05/23/16 00:00:00","FIEVRE JAUNE",NA,NA,1,0,0,0,NA,NA,1,0,0,0.5,1,29472
"1594","RDCTSHYLF24","RDC","TSHUAPA","YALIFAFU",169876,24,"06/13/16 00:00:00","FIEVRE JAUNE",NA,NA,1,0,0,0,NA,NA,1,0,0,0.6,1,29608
"1595","RDCTSHYLF25","RDC","TSHUAPA","YALIFAFU",169876,25,"06/20/16 00:00:00","FIEVRE JAUNE",NA,NA,0,0,1,0,NA,NA,1,0,0,0.6,1,29675
"1596","RDCTSHBFL26","RDC","TSHUAPA","BEFALE",172684,26,"03/07/16 00:00:00","FIEVRE JAUNE",NA,NA,0,0,1,0,NA,NA,1,0,0,0.6,1,29686
"1597","RDCTSHYLF26","RDC","TSHUAPA","YALIFAFU",169876,26,"03/07/16 00:00:00","FIEVRE JAUNE",NA,NA,1,0,1,0,NA,NA,2,0,0,1.2,1,29711
"1598","RDCTSHIKL26","RDC","TSHUAPA","IKELA",192690,26,"03/07/16 00:00:00","FIEVRE JAUNE",NA,NA,0,0,2,0,NA,NA,2,0,0,1,1,29717
"1599","RDCTSHIKL24","RDC","TSHUAPA","IKELA",192690,24,"06/19/16 00:00:00","FIEVRE JAUNE",NA,NA,1,0,0,0,NA,NA,1,0,0,0.5,1,29585
"1600","RDCTSHMPN24","RDC","TSHUAPA","MOMPONO",138793,24,"06/13/16 00:00:00","FIEVRE JAUNE",NA,NA,0,0,2,0,NA,NA,2,0,0,1.4,1,29595
"1601","RDCTSHBFL25","RDC","TSHUAPA","BEFALE",172684,25,"06/20/16 00:00:00","FIEVRE JAUNE",NA,NA,2,1,0,0,NA,NA,2,1,50,1.2,1,29633
"1602","RDCTSHBND25","RDC","TSHUAPA","BOENDE",264756,25,"06/20/16 00:00:00","FIEVRE JAUNE",NA,NA,0,0,1,0,NA,NA,1,0,0,0.4,1,29665
"1603","RDCTSHWMA25","RDC","TSHUAPA","WEMA",111444,25,"06/20/16 00:00:00","FIEVRE JAUNE",NA,NA,0,0,1,0,NA,NA,1,0,0,0.9,1,29671
"1604","RDCTSHWMA26","RDC","TSHUAPA","WEMA",111444,26,"03/07/16 00:00:00","FIEVRE JAUNE",NA,NA,0,0,1,0,NA,NA,1,0,0,0.9,1,29707
"1605","RDCTSHIKL28","RDC","TSHUAPA","IKELA",192690,28,"11/07/16 00:00:00","FIEVRE JAUNE",NA,NA,1,0,2,0,NA,NA,3,0,0,1.6,1,29770
"1606","RDCTSHMPN28","RDC","TSHUAPA","MOMPONO",138793,28,"11/07/16 00:00:00","FIEVRE JAUNE",NA,NA,0,0,1,0,NA,NA,1,0,0,0.7,1,29776
"1607","RDCTSHLGM29","RDC","TSHUAPA","LINGOMO",131667,29,"07/18/16 00:00:00","FIEVRE JAUNE",NA,NA,1,1,0,0,NA,NA,1,1,100,0.8,1,29814
"1608","RDCTSHYLF27","RDC","TSHUAPA","YALIFAFU",169876,27,"04/07/16 00:00:00","FIEVRE JAUNE",NA,NA,0,0,2,0,NA,NA,2,0,0,1.2,1,29754
"1609","RDCTSHBND29","RDC","TSHUAPA","BOENDE",264756,29,"07/18/16 00:00:00","FIEVRE JAUNE",NA,NA,0,0,1,0,NA,NA,1,0,0,0.4,1,29794
"1610","RDCTSHLGM30","RDC","TSHUAPA","LINGOMO",131667,30,"07/25/16 00:00:00","FIEVRE JAUNE",NA,NA,0,0,2,0,NA,NA,2,0,0,1.5,1,29856
"1611","RDCTSHIKL31","RDC","TSHUAPA","IKELA",192690,31,"01/08/16 00:00:00","FIEVRE JAUNE",NA,NA,1,0,1,0,NA,NA,2,0,0,1,1,29892
"1612","RDCTSHLGM31","RDC","TSHUAPA","LINGOMO",131667,31,"01/08/16 00:00:00","FIEVRE JAUNE",NA,NA,0,0,1,0,NA,NA,1,0,0,0.8,1,29897
"1613","RDCTSHMKT31","RDC","TSHUAPA","MONKOTO",135132,31,"01/08/16 00:00:00","FIEVRE JAUNE",NA,NA,0,0,1,0,NA,NA,1,0,0,0.7,1,29908
"1614","RDCTSHMPN32","RDC","TSHUAPA","MOMPONO",138793,32,"08/08/16 00:00:00","FIEVRE JAUNE",NA,NA,0,0,1,0,NA,NA,1,0,0,0.7,1,29937
"1615","RDCTSHIKL30","RDC","TSHUAPA","IKELA",192690,30,"07/25/16 00:00:00","FIEVRE JAUNE",NA,NA,2,0,1,0,NA,NA,3,0,0,1.6,1,29852
"1616","RDCTSHYLF30","RDC","TSHUAPA","YALIFAFU",169876,30,"07/25/16 00:00:00","FIEVRE JAUNE",NA,NA,0,0,1,0,NA,NA,1,0,0,0.6,1,29872
"1617","RDCTSHBFL31","RDC","TSHUAPA","BEFALE",172684,31,"01/08/16 00:00:00","FIEVRE JAUNE",NA,NA,0,0,1,0,NA,NA,1,0,0,0.6,1,29876
"1618","RDCTSHBSG32","RDC","TSHUAPA","BUSANGA",97448,32,"08/08/16 00:00:00","FIEVRE JAUNE",NA,NA,0,0,1,0,NA,NA,1,0,0,1,1,29922
"1619","RDCTSHYLF32","RDC","TSHUAPA","YALIFAFU",169876,32,"08/08/16 00:00:00","FIEVRE JAUNE",NA,NA,0,0,2,0,NA,NA,2,0,0,1.2,1,29951
"1620","RDCKACLUI01","RDC","KASAI CENTRAL","LUIZA",122127,1,"04/01/16 00:00:00","FIEVRE JAUNE",NA,NA,0,0,2,1,NA,NA,2,1,50,1.6,1,30036
"1621","RDCKACLUA02","RDC","KASAI CENTRAL","LUAMBO",203728,2,"11/01/16 00:00:00","FIEVRE JAUNE",NA,NA,1,0,0,0,NA,NA,1,0,0,0.5,1,30107
"1622","RDCKACBOB05","RDC","KASAI CENTRAL","BOBOZO",151700,5,"02/02/16 00:00:00","FIEVRE JAUNE",NA,NA,0,0,1,0,NA,NA,1,0,0,0.7,1,30296
"1623","RDCKACLUA13","RDC","KASAI CENTRAL","LUAMBO",203728,13,"03/28/16 00:00:00","FIEVRE JAUNE",NA,NA,2,0,0,0,NA,NA,2,0,0,1,1,30978
"1624","RDCKACDIB14","RDC","KASAI CENTRAL","DIBAYA",151238,14,"04/04/16 00:00:00","FIEVRE JAUNE",NA,NA,0,0,1,0,NA,NA,1,0,0,0.7,1,31047
"1625","RDCKACBOB16","RDC","KASAI CENTRAL","BOBOZO",151700,16,"04/18/16 00:00:00","FIEVRE JAUNE",NA,NA,0,0,1,0,0,0,1,0,0,0.7,1,31137
"1626","RDCKACKTK16","RDC","KASAI CENTRAL","KATOKA",100300,16,"04/18/16 00:00:00","FIEVRE JAUNE",NA,NA,0,0,1,0,0,0,1,0,0,1,1,31148
"1627","RDCKACKAL16","RDC","KASAI CENTRAL","KALOMBA",100990,16,"04/18/16 00:00:00","FIEVRE JAUNE",NA,NA,0,0,1,0,0,0,1,0,0,1,1,31182
"1628","RDCKACBOB17","RDC","KASAI CENTRAL","BOBOZO",151700,17,"04/25/16 00:00:00","FIEVRE JAUNE",NA,NA,0,0,1,0,NA,NA,1,0,0,0.7,1,31206
"1629","RDCKACTBL16","RDC","KASAI CENTRAL","TSHIBALA",173227,16,"04/18/16 00:00:00","FIEVRE JAUNE",NA,NA,0,0,3,2,0,0,3,2,67,1.7,1,31193
"1630","RDCKACTBL17","RDC","KASAI CENTRAL","TSHIBALA",173227,17,"04/25/16 00:00:00","FIEVRE JAUNE",NA,NA,0,0,2,0,NA,NA,2,0,0,1.2,1,31271
"1631","RDCKACTBL19","RDC","KASAI CENTRAL","TSHIBALA",173227,19,"09/05/16 00:00:00","FIEVRE JAUNE",NA,NA,0,0,2,1,NA,NA,2,1,50,1.2,1,31408
"1632","RDCKACTBL20","RDC","KASAI CENTRAL","TSHIBALA",173227,20,"05/16/16 00:00:00","FIEVRE JAUNE",NA,NA,0,0,1,0,NA,NA,1,0,0,0.6,1,31482
"1633","RDCKACBIL21","RDC","KASAI CENTRAL","BILOMBA",63706,21,"05/23/16 00:00:00","FIEVRE JAUNE",NA,NA,1,0,0,0,NA,NA,1,0,0,1.6,1,31556
"1634","RDCKACNDS21","RDC","KASAI CENTRAL","NDESHA",185629,21,"05/23/16 00:00:00","FIEVRE JAUNE",NA,NA,1,0,0,0,NA,NA,1,0,0,0.5,1,31528
"1635","RDCKACLUA22","RDC","KASAI CENTRAL","LUAMBO",203728,22,"05/30/16 00:00:00","FIEVRE JAUNE",NA,NA,0,0,1,1,NA,NA,1,1,100,0.5,1,31628
"1636","RDCKACLUA26","RDC","KASAI CENTRAL","LUAMBO",203728,26,"06/27/16 00:00:00","FIEVRE JAUNE",NA,NA,2,1,0,0,NA,NA,2,1,50,1,1,31932
"1637","RDCKACBOB27","RDC","KASAI CENTRAL","BOBOZO",151700,27,"04/07/16 00:00:00","FIEVRE JAUNE",NA,NA,0,0,1,0,NA,NA,1,0,0,0.7,1,31988
"1638","RDCKACMAS26","RDC","KASAI CENTRAL","MASUIKA",148053,26,"06/27/16 00:00:00","FIEVRE JAUNE",NA,NA,2,0,0,0,NA,NA,2,0,0,1.4,1,31939
"1639","RDCKACBLK27","RDC","KASAI CENTRAL","BENA LEKA",144818,27,"04/07/16 00:00:00","FIEVRE JAUNE",NA,NA,0,0,1,0,NA,NA,1,0,0,0.7,1,31985
